date,data_type,interpolated,source,usd_ngn,usdt_ngn_estimate
2006-11-07,interpolated,True,interpolated,126.24,126.24
2006-11-08,interpolated,True,interpolated,126.23,126.23
2006-11-09,interpolated,True,interpolated,126.22,126.22
2006-11-10,interpolated,True,interpolated,126.21,126.21
2006-11-11,interpolated,True,interpolated,126.21,126.21
2006-11-12,interpolated,True,interpolated,126.2,126.2
2006-11-13,interpolated,True,interpolated,126.19,126.19
2006-11-14,interpolated,True,interpolated,126.18,126.18
2006-11-15,interpolated,True,interpolated,126.17,126.17
2006-11-16,interpolated,True,interpolated,126.17,126.17
2006-11-17,interpolated,True,interpolated,126.16,126.16
2006-11-18,interpolated,True,interpolated,126.15,126.15
2006-11-19,interpolated,True,interpolated,126.14,126.14
2006-11-20,interpolated,True,interpolated,126.14,126.14
2006-11-21,interpolated,True,interpolated,126.13,126.13
2006-11-22,interpolated,True,interpolated,126.12,126.12
2006-11-23,interpolated,True,interpolated,126.11,126.11
2006-11-24,interpolated,True,interpolated,126.1,126.1
2006-11-25,interpolated,True,interpolated,126.1,126.1
2006-11-26,interpolated,True,interpolated,126.09,126.09
2006-11-27,interpolated,True,interpolated,126.08,126.08
2006-11-28,interpolated,True,interpolated,126.07,126.07
2006-11-29,interpolated,True,interpolated,126.07,126.07
2006-11-30,interpolated,True,interpolated,126.06,126.06
2006-12-01,interpolated,True,interpolated,126.05,126.05
2006-12-02,interpolated,True,interpolated,126.04,126.04
2006-12-03,interpolated,True,interpolated,126.03,126.03
2006-12-04,interpolated,True,interpolated,126.03,126.03
2006-12-05,interpolated,True,interpolated,126.02,126.02
2006-12-06,interpolated,True,interpolated,126.01,126.01
2006-12-07,interpolated,True,interpolated,126.0,126.0
2006-12-08,interpolated,True,interpolated,126.0,126.0
2006-12-09,interpolated,True,interpolated,125.99,125.99
2006-12-10,interpolated,True,interpolated,125.98,125.98
2006-12-11,interpolated,True,interpolated,125.97,125.97
2006-12-12,interpolated,True,interpolated,125.96,125.96
2006-12-13,interpolated,True,interpolated,125.96,125.96
2006-12-14,interpolated,True,interpolated,125.95,125.95
2006-12-15,interpolated,True,interpolated,125.94,125.94
2006-12-16,interpolated,True,interpolated,125.93,125.93
2006-12-17,interpolated,True,interpolated,125.92,125.92
2006-12-18,interpolated,True,interpolated,125.92,125.92
2006-12-19,interpolated,True,interpolated,125.91,125.91
2006-12-20,interpolated,True,interpolated,125.9,125.9
2006-12-21,interpolated,True,interpolated,125.89,125.89
2006-12-22,interpolated,True,interpolated,125.89,125.89
2006-12-23,interpolated,True,interpolated,125.88,125.88
2006-12-24,interpolated,True,interpolated,125.87,125.87
2006-12-25,interpolated,True,interpolated,125.86,125.86
2006-12-26,interpolated,True,interpolated,125.85,125.85
2006-12-27,interpolated,True,interpolated,125.85,125.85
2006-12-28,interpolated,True,interpolated,125.84,125.84
2006-12-29,interpolated,True,interpolated,125.83,125.83
2006-12-30,interpolated,True,interpolated,125.82,125.82
2006-12-31,interpolated,True,interpolated,125.82,125.82
2007-01-01,yearly_official,False,World Bank,125.808108333333,125.808108333333
2007-01-02,interpolated,True,interpolated,125.79,125.79
2007-01-03,interpolated,True,interpolated,125.77,125.77
2007-01-04,interpolated,True,interpolated,125.75,125.75
2007-01-05,interpolated,True,interpolated,125.73,125.73
2007-01-06,interpolated,True,interpolated,125.71,125.71
2007-01-07,interpolated,True,interpolated,125.69,125.69
2007-01-08,interpolated,True,interpolated,125.67,125.67
2007-01-09,interpolated,True,interpolated,125.65,125.65
2007-01-10,interpolated,True,interpolated,125.63,125.63
2007-01-11,interpolated,True,interpolated,125.61,125.61
2007-01-12,interpolated,True,interpolated,125.59,125.59
2007-01-13,interpolated,True,interpolated,125.57,125.57
2007-01-14,interpolated,True,interpolated,125.55,125.55
2007-01-15,interpolated,True,interpolated,125.53,125.53
2007-01-16,interpolated,True,interpolated,125.51,125.51
2007-01-17,interpolated,True,interpolated,125.49,125.49
2007-01-18,interpolated,True,interpolated,125.47,125.47
2007-01-19,interpolated,True,interpolated,125.45,125.45
2007-01-20,interpolated,True,interpolated,125.43,125.43
2007-01-21,interpolated,True,interpolated,125.41,125.41
2007-01-22,interpolated,True,interpolated,125.39,125.39
2007-01-23,interpolated,True,interpolated,125.37,125.37
2007-01-24,interpolated,True,interpolated,125.35,125.35
2007-01-25,interpolated,True,interpolated,125.33,125.33
2007-01-26,interpolated,True,interpolated,125.31,125.31
2007-01-27,interpolated,True,interpolated,125.29,125.29
2007-01-28,interpolated,True,interpolated,125.27,125.27
2007-01-29,interpolated,True,interpolated,125.25,125.25
2007-01-30,interpolated,True,interpolated,125.23,125.23
2007-01-31,interpolated,True,interpolated,125.21,125.21
2007-02-01,interpolated,True,interpolated,125.19,125.19
2007-02-02,interpolated,True,interpolated,125.17,125.17
2007-02-03,interpolated,True,interpolated,125.15,125.15
2007-02-04,interpolated,True,interpolated,125.13,125.13
2007-02-05,interpolated,True,interpolated,125.11,125.11
2007-02-06,interpolated,True,interpolated,125.09,125.09
2007-02-07,interpolated,True,interpolated,125.07,125.07
2007-02-08,interpolated,True,interpolated,125.05,125.05
2007-02-09,interpolated,True,interpolated,125.03,125.03
2007-02-10,interpolated,True,interpolated,125.01,125.01
2007-02-11,interpolated,True,interpolated,124.99,124.99
2007-02-12,interpolated,True,interpolated,124.97,124.97
2007-02-13,interpolated,True,interpolated,124.96,124.96
2007-02-14,interpolated,True,interpolated,124.94,124.94
2007-02-15,interpolated,True,interpolated,124.92,124.92
2007-02-16,interpolated,True,interpolated,124.9,124.9
2007-02-17,interpolated,True,interpolated,124.88,124.88
2007-02-18,interpolated,True,interpolated,124.86,124.86
2007-02-19,interpolated,True,interpolated,124.84,124.84
2007-02-20,interpolated,True,interpolated,124.82,124.82
2007-02-21,interpolated,True,interpolated,124.8,124.8
2007-02-22,interpolated,True,interpolated,124.78,124.78
2007-02-23,interpolated,True,interpolated,124.76,124.76
2007-02-24,interpolated,True,interpolated,124.74,124.74
2007-02-25,interpolated,True,interpolated,124.72,124.72
2007-02-26,interpolated,True,interpolated,124.7,124.7
2007-02-27,interpolated,True,interpolated,124.68,124.68
2007-02-28,interpolated,True,interpolated,124.66,124.66
2007-03-01,interpolated,True,interpolated,124.64,124.64
2007-03-02,interpolated,True,interpolated,124.62,124.62
2007-03-03,interpolated,True,interpolated,124.6,124.6
2007-03-04,interpolated,True,interpolated,124.58,124.58
2007-03-05,interpolated,True,interpolated,124.56,124.56
2007-03-06,interpolated,True,interpolated,124.54,124.54
2007-03-07,interpolated,True,interpolated,124.52,124.52
2007-03-08,interpolated,True,interpolated,124.5,124.5
2007-03-09,interpolated,True,interpolated,124.48,124.48
2007-03-10,interpolated,True,interpolated,124.46,124.46
2007-03-11,interpolated,True,interpolated,124.44,124.44
2007-03-12,interpolated,True,interpolated,124.42,124.42
2007-03-13,interpolated,True,interpolated,124.4,124.4
2007-03-14,interpolated,True,interpolated,124.38,124.38
2007-03-15,interpolated,True,interpolated,124.36,124.36
2007-03-16,interpolated,True,interpolated,124.34,124.34
2007-03-17,interpolated,True,interpolated,124.32,124.32
2007-03-18,interpolated,True,interpolated,124.3,124.3
2007-03-19,interpolated,True,interpolated,124.28,124.28
2007-03-20,interpolated,True,interpolated,124.26,124.26
2007-03-21,interpolated,True,interpolated,124.24,124.24
2007-03-22,interpolated,True,interpolated,124.22,124.22
2007-03-23,interpolated,True,interpolated,124.2,124.2
2007-03-24,interpolated,True,interpolated,124.18,124.18
2007-03-25,interpolated,True,interpolated,124.16,124.16
2007-03-26,interpolated,True,interpolated,124.14,124.14
2007-03-27,interpolated,True,interpolated,124.12,124.12
2007-03-28,interpolated,True,interpolated,124.1,124.1
2007-03-29,interpolated,True,interpolated,124.08,124.08
2007-03-30,interpolated,True,interpolated,124.06,124.06
2007-03-31,interpolated,True,interpolated,124.04,124.04
2007-04-01,interpolated,True,interpolated,124.02,124.02
2007-04-02,interpolated,True,interpolated,124.0,124.0
2007-04-03,interpolated,True,interpolated,123.98,123.98
2007-04-04,interpolated,True,interpolated,123.96,123.96
2007-04-05,interpolated,True,interpolated,123.94,123.94
2007-04-06,interpolated,True,interpolated,123.92,123.92
2007-04-07,interpolated,True,interpolated,123.9,123.9
2007-04-08,interpolated,True,interpolated,123.88,123.88
2007-04-09,interpolated,True,interpolated,123.86,123.86
2007-04-10,interpolated,True,interpolated,123.84,123.84
2007-04-11,interpolated,True,interpolated,123.82,123.82
2007-04-12,interpolated,True,interpolated,123.8,123.8
2007-04-13,interpolated,True,interpolated,123.78,123.78
2007-04-14,interpolated,True,interpolated,123.76,123.76
2007-04-15,interpolated,True,interpolated,123.74,123.74
2007-04-16,interpolated,True,interpolated,123.72,123.72
2007-04-17,interpolated,True,interpolated,123.71,123.71
2007-04-18,interpolated,True,interpolated,123.69,123.69
2007-04-19,interpolated,True,interpolated,123.67,123.67
2007-04-20,interpolated,True,interpolated,123.65,123.65
2007-04-21,interpolated,True,interpolated,123.63,123.63
2007-04-22,interpolated,True,interpolated,123.61,123.61
2007-04-23,interpolated,True,interpolated,123.59,123.59
2007-04-24,interpolated,True,interpolated,123.57,123.57
2007-04-25,interpolated,True,interpolated,123.55,123.55
2007-04-26,interpolated,True,interpolated,123.53,123.53
2007-04-27,interpolated,True,interpolated,123.51,123.51
2007-04-28,interpolated,True,interpolated,123.49,123.49
2007-04-29,interpolated,True,interpolated,123.47,123.47
2007-04-30,interpolated,True,interpolated,123.45,123.45
2007-05-01,interpolated,True,interpolated,123.43,123.43
2007-05-02,interpolated,True,interpolated,123.41,123.41
2007-05-03,interpolated,True,interpolated,123.39,123.39
2007-05-04,interpolated,True,interpolated,123.37,123.37
2007-05-05,interpolated,True,interpolated,123.35,123.35
2007-05-06,interpolated,True,interpolated,123.33,123.33
2007-05-07,interpolated,True,interpolated,123.31,123.31
2007-05-08,interpolated,True,interpolated,123.29,123.29
2007-05-09,interpolated,True,interpolated,123.27,123.27
2007-05-10,interpolated,True,interpolated,123.25,123.25
2007-05-11,interpolated,True,interpolated,123.23,123.23
2007-05-12,interpolated,True,interpolated,123.21,123.21
2007-05-13,interpolated,True,interpolated,123.19,123.19
2007-05-14,interpolated,True,interpolated,123.17,123.17
2007-05-15,interpolated,True,interpolated,123.15,123.15
2007-05-16,interpolated,True,interpolated,123.13,123.13
2007-05-17,interpolated,True,interpolated,123.11,123.11
2007-05-18,interpolated,True,interpolated,123.09,123.09
2007-05-19,interpolated,True,interpolated,123.07,123.07
2007-05-20,interpolated,True,interpolated,123.05,123.05
2007-05-21,interpolated,True,interpolated,123.03,123.03
2007-05-22,interpolated,True,interpolated,123.01,123.01
2007-05-23,interpolated,True,interpolated,122.99,122.99
2007-05-24,interpolated,True,interpolated,122.97,122.97
2007-05-25,interpolated,True,interpolated,122.95,122.95
2007-05-26,interpolated,True,interpolated,122.93,122.93
2007-05-27,interpolated,True,interpolated,122.91,122.91
2007-05-28,interpolated,True,interpolated,122.89,122.89
2007-05-29,interpolated,True,interpolated,122.87,122.87
2007-05-30,interpolated,True,interpolated,122.85,122.85
2007-05-31,interpolated,True,interpolated,122.83,122.83
2007-06-01,interpolated,True,interpolated,122.81,122.81
2007-06-02,interpolated,True,interpolated,122.79,122.79
2007-06-03,interpolated,True,interpolated,122.77,122.77
2007-06-04,interpolated,True,interpolated,122.75,122.75
2007-06-05,interpolated,True,interpolated,122.73,122.73
2007-06-06,interpolated,True,interpolated,122.71,122.71
2007-06-07,interpolated,True,interpolated,122.69,122.69
2007-06-08,interpolated,True,interpolated,122.67,122.67
2007-06-09,interpolated,True,interpolated,122.65,122.65
2007-06-10,interpolated,True,interpolated,122.63,122.63
2007-06-11,interpolated,True,interpolated,122.61,122.61
2007-06-12,interpolated,True,interpolated,122.59,122.59
2007-06-13,interpolated,True,interpolated,122.57,122.57
2007-06-14,interpolated,True,interpolated,122.55,122.55
2007-06-15,interpolated,True,interpolated,122.53,122.53
2007-06-16,interpolated,True,interpolated,122.51,122.51
2007-06-17,interpolated,True,interpolated,122.49,122.49
2007-06-18,interpolated,True,interpolated,122.48,122.48
2007-06-19,interpolated,True,interpolated,122.46,122.46
2007-06-20,interpolated,True,interpolated,122.44,122.44
2007-06-21,interpolated,True,interpolated,122.42,122.42
2007-06-22,interpolated,True,interpolated,122.4,122.4
2007-06-23,interpolated,True,interpolated,122.38,122.38
2007-06-24,interpolated,True,interpolated,122.36,122.36
2007-06-25,interpolated,True,interpolated,122.34,122.34
2007-06-26,interpolated,True,interpolated,122.32,122.32
2007-06-27,interpolated,True,interpolated,122.3,122.3
2007-06-28,interpolated,True,interpolated,122.28,122.28
2007-06-29,interpolated,True,interpolated,122.26,122.26
2007-06-30,interpolated,True,interpolated,122.24,122.24
2007-07-01,interpolated,True,interpolated,122.22,122.22
2007-07-02,interpolated,True,interpolated,122.2,122.2
2007-07-03,interpolated,True,interpolated,122.18,122.18
2007-07-04,interpolated,True,interpolated,122.16,122.16
2007-07-05,interpolated,True,interpolated,122.14,122.14
2007-07-06,interpolated,True,interpolated,122.12,122.12
2007-07-07,interpolated,True,interpolated,122.1,122.1
2007-07-08,interpolated,True,interpolated,122.08,122.08
2007-07-09,interpolated,True,interpolated,122.06,122.06
2007-07-10,interpolated,True,interpolated,122.04,122.04
2007-07-11,interpolated,True,interpolated,122.02,122.02
2007-07-12,interpolated,True,interpolated,122.0,122.0
2007-07-13,interpolated,True,interpolated,121.98,121.98
2007-07-14,interpolated,True,interpolated,121.96,121.96
2007-07-15,interpolated,True,interpolated,121.94,121.94
2007-07-16,interpolated,True,interpolated,121.92,121.92
2007-07-17,interpolated,True,interpolated,121.9,121.9
2007-07-18,interpolated,True,interpolated,121.88,121.88
2007-07-19,interpolated,True,interpolated,121.86,121.86
2007-07-20,interpolated,True,interpolated,121.84,121.84
2007-07-21,interpolated,True,interpolated,121.82,121.82
2007-07-22,interpolated,True,interpolated,121.8,121.8
2007-07-23,interpolated,True,interpolated,121.78,121.78
2007-07-24,interpolated,True,interpolated,121.76,121.76
2007-07-25,interpolated,True,interpolated,121.74,121.74
2007-07-26,interpolated,True,interpolated,121.72,121.72
2007-07-27,interpolated,True,interpolated,121.7,121.7
2007-07-28,interpolated,True,interpolated,121.68,121.68
2007-07-29,interpolated,True,interpolated,121.66,121.66
2007-07-30,interpolated,True,interpolated,121.64,121.64
2007-07-31,interpolated,True,interpolated,121.62,121.62
2007-08-01,interpolated,True,interpolated,121.6,121.6
2007-08-02,interpolated,True,interpolated,121.58,121.58
2007-08-03,interpolated,True,interpolated,121.56,121.56
2007-08-04,interpolated,True,interpolated,121.54,121.54
2007-08-05,interpolated,True,interpolated,121.52,121.52
2007-08-06,interpolated,True,interpolated,121.5,121.5
2007-08-07,interpolated,True,interpolated,121.48,121.48
2007-08-08,interpolated,True,interpolated,121.46,121.46
2007-08-09,interpolated,True,interpolated,121.44,121.44
2007-08-10,interpolated,True,interpolated,121.42,121.42
2007-08-11,interpolated,True,interpolated,121.4,121.4
2007-08-12,interpolated,True,interpolated,121.38,121.38
2007-08-13,interpolated,True,interpolated,121.36,121.36
2007-08-14,interpolated,True,interpolated,121.34,121.34
2007-08-15,interpolated,True,interpolated,121.32,121.32
2007-08-16,interpolated,True,interpolated,121.3,121.3
2007-08-17,interpolated,True,interpolated,121.28,121.28
2007-08-18,interpolated,True,interpolated,121.26,121.26
2007-08-19,interpolated,True,interpolated,121.25,121.25
2007-08-20,interpolated,True,interpolated,121.23,121.23
2007-08-21,interpolated,True,interpolated,121.21,121.21
2007-08-22,interpolated,True,interpolated,121.19,121.19
2007-08-23,interpolated,True,interpolated,121.17,121.17
2007-08-24,interpolated,True,interpolated,121.15,121.15
2007-08-25,interpolated,True,interpolated,121.13,121.13
2007-08-26,interpolated,True,interpolated,121.11,121.11
2007-08-27,interpolated,True,interpolated,121.09,121.09
2007-08-28,interpolated,True,interpolated,121.07,121.07
2007-08-29,interpolated,True,interpolated,121.05,121.05
2007-08-30,interpolated,True,interpolated,121.03,121.03
2007-08-31,interpolated,True,interpolated,121.01,121.01
2007-09-01,interpolated,True,interpolated,120.99,120.99
2007-09-02,interpolated,True,interpolated,120.97,120.97
2007-09-03,interpolated,True,interpolated,120.95,120.95
2007-09-04,interpolated,True,interpolated,120.93,120.93
2007-09-05,interpolated,True,interpolated,120.91,120.91
2007-09-06,interpolated,True,interpolated,120.89,120.89
2007-09-07,interpolated,True,interpolated,120.87,120.87
2007-09-08,interpolated,True,interpolated,120.85,120.85
2007-09-09,interpolated,True,interpolated,120.83,120.83
2007-09-10,interpolated,True,interpolated,120.81,120.81
2007-09-11,interpolated,True,interpolated,120.79,120.79
2007-09-12,interpolated,True,interpolated,120.77,120.77
2007-09-13,interpolated,True,interpolated,120.75,120.75
2007-09-14,interpolated,True,interpolated,120.73,120.73
2007-09-15,interpolated,True,interpolated,120.71,120.71
2007-09-16,interpolated,True,interpolated,120.69,120.69
2007-09-17,interpolated,True,interpolated,120.67,120.67
2007-09-18,interpolated,True,interpolated,120.65,120.65
2007-09-19,interpolated,True,interpolated,120.63,120.63
2007-09-20,interpolated,True,interpolated,120.61,120.61
2007-09-21,interpolated,True,interpolated,120.59,120.59
2007-09-22,interpolated,True,interpolated,120.57,120.57
2007-09-23,interpolated,True,interpolated,120.55,120.55
2007-09-24,interpolated,True,interpolated,120.53,120.53
2007-09-25,interpolated,True,interpolated,120.51,120.51
2007-09-26,interpolated,True,interpolated,120.49,120.49
2007-09-27,interpolated,True,interpolated,120.47,120.47
2007-09-28,interpolated,True,interpolated,120.45,120.45
2007-09-29,interpolated,True,interpolated,120.43,120.43
2007-09-30,interpolated,True,interpolated,120.41,120.41
2007-10-01,interpolated,True,interpolated,120.39,120.39
2007-10-02,interpolated,True,interpolated,120.37,120.37
2007-10-03,interpolated,True,interpolated,120.35,120.35
2007-10-04,interpolated,True,interpolated,120.33,120.33
2007-10-05,interpolated,True,interpolated,120.31,120.31
2007-10-06,interpolated,True,interpolated,120.29,120.29
2007-10-07,interpolated,True,interpolated,120.27,120.27
2007-10-08,interpolated,True,interpolated,120.25,120.25
2007-10-09,interpolated,True,interpolated,120.23,120.23
2007-10-10,interpolated,True,interpolated,120.21,120.21
2007-10-11,interpolated,True,interpolated,120.19,120.19
2007-10-12,interpolated,True,interpolated,120.17,120.17
2007-10-13,interpolated,True,interpolated,120.15,120.15
2007-10-14,interpolated,True,interpolated,120.13,120.13
2007-10-15,interpolated,True,interpolated,120.11,120.11
2007-10-16,interpolated,True,interpolated,120.09,120.09
2007-10-17,interpolated,True,interpolated,120.07,120.07
2007-10-18,interpolated,True,interpolated,120.05,120.05
2007-10-19,interpolated,True,interpolated,120.03,120.03
2007-10-20,interpolated,True,interpolated,120.01,120.01
2007-10-21,interpolated,True,interpolated,120.0,120.0
2007-10-22,interpolated,True,interpolated,119.98,119.98
2007-10-23,interpolated,True,interpolated,119.96,119.96
2007-10-24,interpolated,True,interpolated,119.94,119.94
2007-10-25,interpolated,True,interpolated,119.92,119.92
2007-10-26,interpolated,True,interpolated,119.9,119.9
2007-10-27,interpolated,True,interpolated,119.88,119.88
2007-10-28,interpolated,True,interpolated,119.86,119.86
2007-10-29,interpolated,True,interpolated,119.84,119.84
2007-10-30,interpolated,True,interpolated,119.82,119.82
2007-10-31,interpolated,True,interpolated,119.8,119.8
2007-11-01,interpolated,True,interpolated,119.78,119.78
2007-11-02,interpolated,True,interpolated,119.76,119.76
2007-11-03,interpolated,True,interpolated,119.74,119.74
2007-11-04,interpolated,True,interpolated,119.72,119.72
2007-11-05,interpolated,True,interpolated,119.7,119.7
2007-11-06,interpolated,True,interpolated,119.68,119.68
2007-11-07,interpolated,True,interpolated,119.66,119.66
2007-11-08,interpolated,True,interpolated,119.64,119.64
2007-11-09,interpolated,True,interpolated,119.62,119.62
2007-11-10,interpolated,True,interpolated,119.6,119.6
2007-11-11,interpolated,True,interpolated,119.58,119.58
2007-11-12,interpolated,True,interpolated,119.56,119.56
2007-11-13,interpolated,True,interpolated,119.54,119.54
2007-11-14,interpolated,True,interpolated,119.52,119.52
2007-11-15,interpolated,True,interpolated,119.5,119.5
2007-11-16,interpolated,True,interpolated,119.48,119.48
2007-11-17,interpolated,True,interpolated,119.46,119.46
2007-11-18,interpolated,True,interpolated,119.44,119.44
2007-11-19,interpolated,True,interpolated,119.42,119.42
2007-11-20,interpolated,True,interpolated,119.4,119.4
2007-11-21,interpolated,True,interpolated,119.38,119.38
2007-11-22,interpolated,True,interpolated,119.36,119.36
2007-11-23,interpolated,True,interpolated,119.34,119.34
2007-11-24,interpolated,True,interpolated,119.32,119.32
2007-11-25,interpolated,True,interpolated,119.3,119.3
2007-11-26,interpolated,True,interpolated,119.28,119.28
2007-11-27,interpolated,True,interpolated,119.26,119.26
2007-11-28,interpolated,True,interpolated,119.24,119.24
2007-11-29,interpolated,True,interpolated,119.22,119.22
2007-11-30,interpolated,True,interpolated,119.2,119.2
2007-12-01,interpolated,True,interpolated,119.18,119.18
2007-12-02,interpolated,True,interpolated,119.16,119.16
2007-12-03,interpolated,True,interpolated,119.14,119.14
2007-12-04,interpolated,True,interpolated,119.12,119.12
2007-12-05,interpolated,True,interpolated,119.1,119.1
2007-12-06,interpolated,True,interpolated,119.08,119.08
2007-12-07,interpolated,True,interpolated,119.06,119.06
2007-12-08,interpolated,True,interpolated,119.04,119.04
2007-12-09,interpolated,True,interpolated,119.02,119.02
2007-12-10,interpolated,True,interpolated,119.0,119.0
2007-12-11,interpolated,True,interpolated,118.98,118.98
2007-12-12,interpolated,True,interpolated,118.96,118.96
2007-12-13,interpolated,True,interpolated,118.94,118.94
2007-12-14,interpolated,True,interpolated,118.92,118.92
2007-12-15,interpolated,True,interpolated,118.9,118.9
2007-12-16,interpolated,True,interpolated,118.88,118.88
2007-12-17,interpolated,True,interpolated,118.86,118.86
2007-12-18,interpolated,True,interpolated,118.84,118.84
2007-12-19,interpolated,True,interpolated,118.82,118.82
2007-12-20,interpolated,True,interpolated,118.8,118.8
2007-12-21,interpolated,True,interpolated,118.78,118.78
2007-12-22,interpolated,True,interpolated,118.77,118.77
2007-12-23,interpolated,True,interpolated,118.75,118.75
2007-12-24,interpolated,True,interpolated,118.73,118.73
2007-12-25,interpolated,True,interpolated,118.71,118.71
2007-12-26,interpolated,True,interpolated,118.69,118.69
2007-12-27,interpolated,True,interpolated,118.67,118.67
2007-12-28,interpolated,True,interpolated,118.65,118.65
2007-12-29,interpolated,True,interpolated,118.63,118.63
2007-12-30,interpolated,True,interpolated,118.61,118.61
2007-12-31,interpolated,True,interpolated,118.59,118.59
2008-01-01,yearly_official,False,World Bank,118.566666666667,118.566666666667
2008-01-02,interpolated,True,interpolated,118.65,118.65
2008-01-03,interpolated,True,interpolated,118.73,118.73
2008-01-04,interpolated,True,interpolated,118.82,118.82
2008-01-05,interpolated,True,interpolated,118.9,118.9
2008-01-06,interpolated,True,interpolated,118.98,118.98
2008-01-07,interpolated,True,interpolated,119.06,119.06
2008-01-08,interpolated,True,interpolated,119.15,119.15
2008-01-09,interpolated,True,interpolated,119.23,119.23
2008-01-10,interpolated,True,interpolated,119.31,119.31
2008-01-11,interpolated,True,interpolated,119.39,119.39
2008-01-12,interpolated,True,interpolated,119.48,119.48
2008-01-13,interpolated,True,interpolated,119.56,119.56
2008-01-14,interpolated,True,interpolated,119.64,119.64
2008-01-15,interpolated,True,interpolated,119.73,119.73
2008-01-16,interpolated,True,interpolated,119.81,119.81
2008-01-17,interpolated,True,interpolated,119.89,119.89
2008-01-18,interpolated,True,interpolated,119.97,119.97
2008-01-19,interpolated,True,interpolated,120.06,120.06
2008-01-20,interpolated,True,interpolated,120.14,120.14
2008-01-21,interpolated,True,interpolated,120.22,120.22
2008-01-22,interpolated,True,interpolated,120.31,120.31
2008-01-23,interpolated,True,interpolated,120.39,120.39
2008-01-24,interpolated,True,interpolated,120.47,120.47
2008-01-25,interpolated,True,interpolated,120.55,120.55
2008-01-26,interpolated,True,interpolated,120.64,120.64
2008-01-27,interpolated,True,interpolated,120.72,120.72
2008-01-28,interpolated,True,interpolated,120.8,120.8
2008-01-29,interpolated,True,interpolated,120.89,120.89
2008-01-30,interpolated,True,interpolated,120.97,120.97
2008-01-31,interpolated,True,interpolated,121.05,121.05
2008-02-01,interpolated,True,interpolated,121.13,121.13
2008-02-02,interpolated,True,interpolated,121.22,121.22
2008-02-03,interpolated,True,interpolated,121.3,121.3
2008-02-04,interpolated,True,interpolated,121.38,121.38
2008-02-05,interpolated,True,interpolated,121.47,121.47
2008-02-06,interpolated,True,interpolated,121.55,121.55
2008-02-07,interpolated,True,interpolated,121.63,121.63
2008-02-08,interpolated,True,interpolated,121.71,121.71
2008-02-09,interpolated,True,interpolated,121.8,121.8
2008-02-10,interpolated,True,interpolated,121.88,121.88
2008-02-11,interpolated,True,interpolated,121.96,121.96
2008-02-12,interpolated,True,interpolated,122.05,122.05
2008-02-13,interpolated,True,interpolated,122.13,122.13
2008-02-14,interpolated,True,interpolated,122.21,122.21
2008-02-15,interpolated,True,interpolated,122.29,122.29
2008-02-16,interpolated,True,interpolated,122.38,122.38
2008-02-17,interpolated,True,interpolated,122.46,122.46
2008-02-18,interpolated,True,interpolated,122.54,122.54
2008-02-19,interpolated,True,interpolated,122.63,122.63
2008-02-20,interpolated,True,interpolated,122.71,122.71
2008-02-21,interpolated,True,interpolated,122.79,122.79
2008-02-22,interpolated,True,interpolated,122.87,122.87
2008-02-23,interpolated,True,interpolated,122.96,122.96
2008-02-24,interpolated,True,interpolated,123.04,123.04
2008-02-25,interpolated,True,interpolated,123.12,123.12
2008-02-26,interpolated,True,interpolated,123.2,123.2
2008-02-27,interpolated,True,interpolated,123.29,123.29
2008-02-28,interpolated,True,interpolated,123.37,123.37
2008-02-29,interpolated,True,interpolated,123.45,123.45
2008-03-01,interpolated,True,interpolated,123.54,123.54
2008-03-02,interpolated,True,interpolated,123.62,123.62
2008-03-03,interpolated,True,interpolated,123.7,123.7
2008-03-04,interpolated,True,interpolated,123.78,123.78
2008-03-05,interpolated,True,interpolated,123.87,123.87
2008-03-06,interpolated,True,interpolated,123.95,123.95
2008-03-07,interpolated,True,interpolated,124.03,124.03
2008-03-08,interpolated,True,interpolated,124.12,124.12
2008-03-09,interpolated,True,interpolated,124.2,124.2
2008-03-10,interpolated,True,interpolated,124.28,124.28
2008-03-11,interpolated,True,interpolated,124.36,124.36
2008-03-12,interpolated,True,interpolated,124.45,124.45
2008-03-13,interpolated,True,interpolated,124.53,124.53
2008-03-14,interpolated,True,interpolated,124.61,124.61
2008-03-15,interpolated,True,interpolated,124.7,124.7
2008-03-16,interpolated,True,interpolated,124.78,124.78
2008-03-17,interpolated,True,interpolated,124.86,124.86
2008-03-18,interpolated,True,interpolated,124.94,124.94
2008-03-19,interpolated,True,interpolated,125.03,125.03
2008-03-20,interpolated,True,interpolated,125.11,125.11
2008-03-21,interpolated,True,interpolated,125.19,125.19
2008-03-22,interpolated,True,interpolated,125.28,125.28
2008-03-23,interpolated,True,interpolated,125.36,125.36
2008-03-24,interpolated,True,interpolated,125.44,125.44
2008-03-25,interpolated,True,interpolated,125.52,125.52
2008-03-26,interpolated,True,interpolated,125.61,125.61
2008-03-27,interpolated,True,interpolated,125.69,125.69
2008-03-28,interpolated,True,interpolated,125.77,125.77
2008-03-29,interpolated,True,interpolated,125.86,125.86
2008-03-30,interpolated,True,interpolated,125.94,125.94
2008-03-31,interpolated,True,interpolated,126.02,126.02
2008-04-01,interpolated,True,interpolated,126.1,126.1
2008-04-02,interpolated,True,interpolated,126.19,126.19
2008-04-03,interpolated,True,interpolated,126.27,126.27
2008-04-04,interpolated,True,interpolated,126.35,126.35
2008-04-05,interpolated,True,interpolated,126.43,126.43
